公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国国际航空公司,CA1186,美兰机场,遥墙机场,13:25,17:35,738,3521,0.1,100,95,海口,济南
中国国际航空公司,CA1813,首都国际机场,永强机场,9:50,12:20,738,2201,0,190,186,北京,温州
中国南方航空(集团)公司,CZ3391,黄花机场,新白云国际机场,10:00,11:00,733,3664,0.1,210,200,长沙,广州
四川航空股份有限公司,3U8876,白塔机场,新郑机场,15:50,17:00,ERJ,3566,0.2,110,107,呼和浩特,郑州
中国南方航空(集团)公司,CZ3708,遥墙机场,新白云国际机场,19:40,22:15,73G,1483,0.4,230,223,济南,广州
中国南方航空(集团)公司,CZ6455,桃仙机场,双流国际机场,8:50,13:40,JET,1432,0.4,260,253,沈阳,成都
中国南方航空(集团)公司,CZ3323,新白云国际机场,湛江机场,9:45,10:55,73G,2453,0.4,250,240,广州,湛江
鹰联航空公司,EU2202,宝安国际机场,白莲机场,21:25,22:20,319,2908,0.3,280,276,深圳,柳州
中国南方航空(集团)公司,CZ3859,外砂机场,两江国际机场,8:20,9:45,733,2283,0.2,150,142,汕头,桂林
中国国际航空公司,CA1277,首都国际机场,中川机场,20:15,22:25,738,1974,0.26,180,171,北京,兰州
中国南方航空(集团)公司,CZ3402,九黄机场,新白云国际机场,14:40,18:20,319,3028,0.26,130,124,九寨沟,广州
中国南方航空(集团)公司,CZ3124,首都国际机场,黄花机场,10:55,13:30,320,1969,0.31,150,141,北京,长沙
中国国际航空公司,CA1699,首都国际机场,周水子机场,20:30,21:45,JET,2215,0.1,130,121,北京,大连
四川航空股份有限公司,3U8858,新郑机场,双流国际机场,21:50,23:45,319,3024,0.29,200,190,郑州,成都
中国国际航空公司,CA4607,太原武宿机场,中川机场,16:25,17:55,CR2,2293,0.3,250,247,太原,兰州
海航集团祥鹏航空公司,8L7813,地窝堡国际机场,咸阳机场,9:15,12:20,738,2631,0.1,180,175,乌鲁木齐,西安
中国南方航空(集团)公司,CZ6110,首都国际机场,桃仙机场,21:30,22:40,319,1915,0.4,250,246,北京,沈阳
中国南方航空(集团)公司,CZ3612,三家子机场,新白云国际机场,16:30,23:00,733,1392,0,270,267,齐齐哈尔,广州
中国国际航空公司,CA1764,吴圩机场,黄花机场,12:35,13:55,319,2836,0.46,130,120,南宁,长沙
海航集团祥鹏航空公司,8L9984,禄口国际机场,巫家坝国际机场,19:05,22:00,JET,3764,0.1,100,94,南京,昆明
四川航空股份有限公司,3U8787,江北国际机场,宝安国际机场,19:40,21:20,320,2970,0.4,170,162,重庆,深圳
上海航空公司,FM5529,虹桥国际机场,遥墙机场,16:00,17:25,320,2849,0.5,150,141,上海,济南
中国南方航空(集团)公司,CZ6760,太原武宿机场,凤凰国际机场,19:00,0:55,320,1636,0.06,270,260,太原,三亚
中国国际航空公司,CA4376,凤凰国际机场,双流国际机场,23:20,1:55,JET,1728,0.2,230,221,三亚,成都
中国国际航空公司,CA1295,首都国际机场,地窝堡国际机场,19:25,23:30,738,1572,0.42,200,195,北京,乌鲁木齐
中国南方航空(集团)公司,CZ6229,大庆萨尔图机场,萧山国际机场,9:40,12:40,319,2906,0.1,200,191,大庆,杭州
上海航空公司,FM5395,虹桥国际机场,新郑机场,8:10,9:45,737,2280,0.1,160,152,上海,郑州
中国南方航空(集团)公司,CZ6466,巫家坝国际机场,包头机场,16:15,19:50,319,2432,0.02,150,143,昆明,包头
中国国际航空公司,CA1198,江北国际机场,遥墙机场,14:40,16:30,738,2417,0.3,190,181,重庆,济南
上海航空公司,FM5153,虹桥国际机场,正定国际机场,21:25,23:15,737,2736,0,280,270,上海,石家庄
中国国际航空公司,CA1708,首都国际机场,萧山国际机场,21:00,23:00,319,2443,0.3,170,166,北京,杭州
中国南方航空(集团)公司,CZ6335,新郑机场,太平机场,11:20,13:35,733,2034,0.4,100,96,郑州,哈尔滨
中国国际航空公司,CA1825,首都国际机场,奔牛机场,13:35,15:15,JET,1901,0.4,250,244,北京,常州
中国南方航空(集团)公司,CZ3444,双流国际机场,太平机场,20:15,0:20,320,2440,0.1,170,161,成都,哈尔滨
中国国际航空公司,CA4880,周水子机场,萧山国际机场,9:10,12:05,CR2,2351,0.35,170,161,大连,杭州
中国南方航空(集团)公司,CZ3783,龙洞堡机场,永强机场,7:50,12:00,73G,2852,0.4,190,180,贵阳,温州
中国南方航空(集团)公司,CZ6455,桃仙机场,包头机场,8:50,10:30,JET,3598,0.4,280,271,沈阳,包头
上海航空公司,FM5190,滨海国际机场,虹桥国际机场,16:05,17:55,320,2275,0.34,190,183,天津,上海
四川航空股份有限公司,3U8935,江北国际机场,永强机场,7:40,9:40,319,2465,0,120,116,重庆,温州
中国南方航空(集团)公司,CZ3383,新白云国际机场,姜营机场,19:45,21:55,ERJ,2134,0.3,230,224,广州,南阳
四川航空股份有限公司,3U8774,吴圩机场,双流国际机场,21:15,23:00,319,1786,0,230,224,南宁,成都
中国南方航空(集团)公司,CZ3576,虹桥国际机场,宝安国际机场,9:15,11:20,JET,2863,0.44,290,284,上海,深圳
上海航空公司,FM5330,宝安国际机场,虹桥国际机场,19:30,21:30,333,1592,0.3,150,147,深圳,上海
中国南方航空(集团)公司,CZ3155,宝安国际机场,首都国际机场,19:30,22:30,333,3484,0.2,120,115,深圳,北京
中国国际航空公司,CA3140,流亭机场,浦东国际机场,11:00,11:55,738,1578,0.4,130,125,青岛,上海
中国南方航空(集团)公司,CZ3171,姜营机场,新郑机场,11:20,12:00,738,2662,0.3,240,233,南阳,郑州
中国南方航空(集团)公司,CZ6589,新白云国际机场,天河机场,7:40,9:15,73G,3457,0.06,100,91,广州,武汉
中国国际航空公司,CA4518,禄口国际机场,双流国际机场,19:40,22:15,319,3008,0.4,110,103,南京,成都
中国南方航空(集团)公司,CZ3401,新白云国际机场,双流国际机场,10:00,12:10,319,3006,0.4,160,155,广州,成都
中国国际航空公司,CA3147,虹桥国际机场,长乐机场,8:25,9:40,737,3119,0.3,150,141,上海,福州
海航集团祥鹏航空公司,8L7637,首都国际机场,巫家坝国际机场,19:05,22:20,738,1039,0.3,230,227,北京,昆明
中国国际航空公司,CA4968,龙洞堡机场,黄花机场,20:00,21:05,733,2165,0,230,221,贵阳,长沙
中国南方航空(集团)公司,CZ6513,天河机场,高崎国际机场,20:00,21:20,73G,1579,0.03,120,116,武汉,厦门
中国国际航空公司,CA1107,首都国际机场,包头机场,20:10,21:20,733,2700,0.4,290,285,北京,包头
中国南方航空(集团)公司,CZ3832,浦东国际机场,宝安国际机场,17:15,19:40,320,2463,0.3,270,262,上海,深圳
中国国际航空公司,CA4974,遥墙机场,萧山国际机场,11:50,13:10,733,2411,0.2,240,234,济南,杭州
上海航空公司,FM5385,虹桥国际机场,新郑机场,14:35,16:15,M90,1483,0.2,250,243,上海,郑州
奥凯航空,BK2857,滨海国际机场,泉州晋江机场,7:00,10:40,738,2958,0.23,140,132,天津,晋江
四川航空股份有限公司,3U9725,双流国际机场,正定国际机场,15:40,17:40,319,2658,0.43,270,266,成都,石家庄
中国南方航空(集团)公司,CZ6704,凤凰国际机场,宝安国际机场,10:40,11:55,320,2948,0.2,170,163,三亚,深圳
四川航空股份有限公司,3U8951,黄花机场,高崎国际机场,16:20,17:35,320,3194,0.4,170,162,长沙,厦门
中国国际航空公司,CA4522,骆岗机场,双流国际机场,10:35,12:55,JET,1727,0.5,130,127,合肥,成都
中国南方航空(集团)公司,CZ6762,太平机场,桃仙机场,16:00,17:00,321,2325,0.4,200,191,哈尔滨,沈阳
中国南方航空(集团)公司,CZ3820,萧山国际机场,新白云国际机场,8:30,10:15,JET,3669,0.3,270,266,杭州,广州
中国国际航空公司,CA1340,新白云国际机场,首都国际机场,17:00,20:00,JET,3547,0.1,100,96,广州,北京
中国南方航空(集团)公司,CZ6908,首都国际机场,地窝堡国际机场,14:20,18:20,73G,1571,0.2,200,192,北京,乌鲁木齐
中国南方航空(集团)公司,CZ3818,骆岗机场,新白云国际机场,18:40,20:15,320,1957,0.1,160,157,合肥,广州
鹰联航空公司,EU2206,萧山国际机场,双流国际机场,18:55,22:55,320,3027,0.3,140,132,杭州,成都
中国南方航空(集团)公司,CZ6232,武夷山机场,新郑机场,13:50,15:20,738,1677,0.2,220,214,武夷山,郑州
中国南方航空(集团)公司,CZ3536,昌北机场,新白云国际机场,14:45,16:10,73G,1863,0.2,280,270,南昌,广州
中国国际航空公司,CA152,周水子机场,双流国际机场,19:00,22:25,319,1786,0.4,120,113,大连,成都
四川航空股份有限公司,3U3234,龙洞堡机场,观音机场,13:55,16:05,EMB,2727,0.36,210,207,贵阳,徐州
中国南方航空(集团)公司,CZ3162,首都国际机场,新白云国际机场,10:15,13:10,321,3166,0.3,130,127,北京,广州
中国南方航空(集团)公司,CZ6703,宝安国际机场,凤凰国际机场,8:30,9:50,320,2655,0.3,270,261,深圳,三亚
中国南方航空(集团)公司,CZ3591,新郑机场,虹桥国际机场,8:30,9:55,738,3393,0.2,200,192,郑州,上海
中国南方航空(集团)公司,CZ3257,观音机场,白塔阜机场,11:20,12:00,320,2614,0.22,190,183,徐州,连云港
中国南方航空(集团)公司,CZ3817,新白云国际机场,骆岗机场,16:05,17:50,320,3584,0.38,210,205,广州,合肥
中国南方航空(集团)公司,CZ6680,库尔勒机场,地窝堡国际机场,21:45,22:40,AT7,2144,0.2,250,247,库尔勒,乌鲁木齐
中国南方航空(集团)公司,CZ3657,龙洞堡机场,虹桥国际机场,12:40,14:50,JET,2127,0.1,170,166,贵阳,上海
中国南方航空(集团)公司,CZ6366,首都国际机场,美兰机场,7:25,12:50,733,3242,0.12,110,105,北京,海口
鹰联航空公司,EU2201,双流国际机场,白莲机场,16:35,18:05,319,2757,0.2,240,236,成都,柳州
中国南方航空(集团)公司,CZ6465,长春龙嘉国际机场,黄花机场,8:00,11:05,JET,2562,0.3,260,252,长春,长沙
中国南方航空(集团)公司,CZ6288,太原武宿机场,两江国际机场,12:25,16:15,73G,3324,0.4,270,261,太原,桂林
中国南方航空(集团)公司,CZ3942,骆岗机场,黄花机场,21:20,22:35,320,2590,0.1,210,207,合肥,长沙
中国南方航空(集团)公司,CZ6987,咸阳机场,凤凰国际机场,21:10,23:55,73G,1808,0.4,170,163,西安,三亚
中国国际航空公司,CA4341,江北国际机场,新白云国际机场,16:45,18:30,73G,3742,0.1,230,223,重庆,广州
中国南方航空(集团)公司,CZ3706,长治机场,新白云国际机场,18:50,21:05,320,2792,0.3,110,100,长治,广州
中国国际航空公司,CA1220,河东机场,首都国际机场,16:20,18:05,738,1695,0,250,246,银川,北京
中国南方航空(集团)公司,CZ3178,首都国际机场,姜营机场,17:20,20:00,738,2914,0.4,200,197,北京,南阳
中国南方航空(集团)公司,CZ5116,首都国际机场,虹桥国际机场,15:00,16:55,333,2173,0.3,230,227,北京,上海
中国南方航空(集团)公司,CZ3324,湛江机场,新白云国际机场,8:00,8:50,JET,3600,0,250,246,湛江,广州
中国南方航空(集团)公司,CZ6806,喀什机场,地窝堡国际机场,16:55,18:40,73G,3195,0.3,230,220,喀什,乌鲁木齐
中国南方航空(集团)公司,CZ3950,九黄机场,江北国际机场,13:50,14:55,319,1764,0.2,190,182,九寨沟,重庆
中国国际航空公司,CA1636,桃仙机场,首都国际机场,18:30,19:55,JET,3075,0.1,290,280,沈阳,北京
中国南方航空(集团)公司,CZ3760,黄花机场,禄口国际机场,20:40,22:00,319,2202,0.1,100,95,长沙,南京
中国国际航空公司,CA4682,宝安国际机场,流亭机场,20:25,23:05,733,3203,0.2,180,173,深圳,青岛
中国南方航空(集团)公司,CZ3611,新白云国际机场,浦东国际机场,9:30,11:50,733,3319,0,270,261,广州,上海
中国国际航空公司,CA4806,永强机场,遥墙机场,21:25,23:15,CR2,1775,0.4,260,253,温州,济南
中国南方航空(集团)公司,CZ3688,首都国际机场,龙洞堡机场,11:55,14:55,73G,1927,0.1,200,192,北京,贵阳
中国南方航空(集团)公司,CZ6657,太平机场,黑河机场,10:00,11:00,320,3283,0.31,300,293,哈尔滨,黑河
四川航空股份有限公司,3U8868,曹家堡机场,双流国际机场,12:10,13:35,320,2574,0.2,150,147,西宁,成都
中国国际航空公司,CA4465,双流国际机场,青山机场,15:20,16:25,319,1382,0.2,230,225,成都,西昌
中国国际航空公司,CA4152,地窝堡国际机场,双流国际机场,12:30,15:35,319,3145,0.2,210,207,乌鲁木齐,成都
中国南方航空(集团)公司,CZ3224,咸阳机场,黄花机场,14:25,15:55,320,3480,0.1,210,204,西安,长沙
中国南方航空(集团)公司,CZ3792,遥墙机场,黄花机场,17:10,19:00,738,3114,0.2,260,256,济南,长沙
上海航空公司,FM5565,虹桥国际机场,昌北机场,14:00,15:15,321,2543,0.5,200,194,上海,南昌
中国南方航空(集团)公司,CZ3658,虹桥国际机场,龙洞堡机场,15:45,18:25,738,1857,0.3,270,263,上海,贵阳
中国南方航空(集团)公司,CZ6755,宝安国际机场,浦东国际机场,10:10,12:10,320,3306,0.1,110,102,深圳,上海
中国国际航空公司,CA1595,首都国际机场,萧山国际机场,9:00,11:00,JET,1747,0.2,170,167,北京,杭州
中国南方航空(集团)公司,CZ6720,首都国际机场,美兰机场,8:50,12:35,733,2872,0.2,110,101,北京,海口
中国南方航空(集团)公司,CZ6484,凤凰国际机场,桃仙机场,15:30,21:30,319,2645,0.39,270,266,三亚,沈阳
中国国际航空公司,CA1590,虹桥国际机场,首都国际机场,8:55,11:15,JET,3200,0.46,150,142,上海,北京
中国南方航空(集团)公司,CZ638,周水子机场,长春龙嘉国际机场,17:00,18:00,319,2977,0.1,250,246,大连,长春
中国南方航空(集团)公司,CZ6520,长乐机场,桃仙机场,19:00,22:50,M90,1673,0.2,180,177,福州,沈阳
中国国际航空公司,CA8250,新白云国际机场,天河机场,21:25,22:55,320,3151,0.3,150,140,广州,武汉
中国南方航空(集团)公司,CZ6761,凤凰国际机场,桃仙机场,7:20,13:10,321,2804,0.4,240,237,三亚,沈阳
中国国际航空公司,CA4845,莱山机场,宝安国际机场,12:30,15:40,733,2686,0.3,110,104,烟台,深圳
上海航空公司,FM2946,包头机场,南苑机场,20:30,21:30,737,1584,0.1,100,92,包头,北京
中国国际航空公司,CA4805,遥墙机场,三灶机场,14:35,18:35,CR2,2981,0.1,300,296,济南,珠海
四川航空股份有限公司,3U8994,禄口国际机场,双流国际机场,20:20,22:40,319,2468,0.3,200,195,南京,成都
中国南方航空(集团)公司,CZ3741,黄花机场,遥墙机场,8:20,10:05,320,1372,0.1,270,260,长沙,济南
四川航空股份有限公司,3U8887,双流国际机场,首都国际机场,14:30,17:00,320,2104,0,190,186,成都,北京
中国南方航空(集团)公司,CZ6456,包头机场,桃仙机场,17:30,19:00,JET,3785,0.05,180,175,包头,沈阳
中国国际航空公司,CA4327,双流国际机场,吴圩机场,19:20,20:55,JET,1682,0.2,280,272,成都,南宁
中国国际航空公司,CA1485,首都国际机场,吴圩机场,11:30,14:45,738,2343,0.3,160,154,北京,南宁
中国南方航空(集团)公司,CZ3477,新白云国际机场,巫家坝国际机场,7:40,9:50,319,2080,0.3,250,240,广州,昆明
中国南方航空(集团)公司,CZ3594,虹桥国际机场,新郑机场,15:20,17:00,738,3063,0.4,200,196,上海,郑州
中国国际航空公司,CA1427,双流国际机场,巫家坝国际机场,12:45,14:00,JET,3133,0.4,130,122,成都,昆明
中国南方航空(集团)公司,CZ6307,吴圩机场,太原武宿机场,8:00,11:55,73G,3116,0.1,140,133,南宁,太原
鹰联航空公司,EU2711,天河机场,黄岩机场,18:05,19:20,319,2232,0.4,240,231,武汉,台州
中国国际航空公司,CA1760,江北国际机场,萧山国际机场,11:05,12:55,319,1429,0.1,230,221,重庆,杭州
四川航空股份有限公司,3U8876,白塔机场,江北国际机场,15:50,19:20,ERJ,2310,0.4,290,286,呼和浩特,重庆
中国南方航空(集团)公司,CZ3710,咸阳机场,黄花机场,14:25,16:00,320,2817,0.2,160,151,西安,长沙
中国南方航空(集团)公司,CZ3974,宝安国际机场,新郑机场,21:20,23:20,738,2301,0.25,300,294,深圳,郑州
中国南方航空(集团)公司,CZ3982,黄花机场,新白云国际机场,21:00,22:10,ERJ,2863,0.2,100,97,长沙,广州
中国南方航空(集团)公司,CZ5036,首都国际机场,咸阳机场,12:45,14:40,JET,1794,0.07,220,213,北京,西安
中国南方航空(集团)公司,CZ3693,龙洞堡机场,双流国际机场,8:00,9:00,738,2386,0,250,240,贵阳,成都
中国国际航空公司,CA1427,滨海国际机场,巫家坝国际机场,8:55,14:00,JET,3210,0.03,240,230,天津,昆明
中国南方航空(集团)公司,CZ3810,永强机场,新白云国际机场,19:35,21:20,JET,2374,0.04,130,127,温州,广州
中国国际航空公司,CA4310,新白云国际机场,双流国际机场,7:45,9:55,321,2094,0.3,260,251,广州,成都
中国南方航空(集团)公司,CZ6864,阿克苏机场,地窝堡国际机场,16:45,18:35,AT7,2382,0,210,204,阿克苏,乌鲁木齐
中国南方航空(集团)公司,CZ3831,宝安国际机场,浦东国际机场,14:00,16:10,320,2742,0.3,260,252,深圳,上海
中国南方航空(集团)公司,CZ3159,宝安国际机场,首都国际机场,11:30,14:30,320,2205,0.1,120,110,深圳,北京
中国南方航空(集团)公司,CZ8114,新白云国际机场,江北国际机场,15:00,16:50,320,3673,0.2,230,220,广州,重庆
中国南方航空(集团)公司,CZ3651,龙洞堡机场,浦东国际机场,8:20,10:30,JET,1193,0.4,140,132,贵阳,上海
上海航空公司,FM2948,阜阳机场,南苑机场,10:00,10:55,737,2169,0,200,197,阜阳,北京
中国南方航空(集团)公司,CZ6125,周水子机场,首都国际机场,8:00,9:20,321,2915,0.1,130,121,大连,北京
奥凯航空,BK2847,滨海国际机场,骆岗机场,7:00,8:30,738,1898,0.2,200,191,天津,合肥
中国国际航空公司,CA4712,吴圩机场,萧山国际机场,13:15,15:20,737,1273,0.4,250,240,南宁,杭州
中国南方航空(集团)公司,CZ6204,首都国际机场,太平机场,17:10,18:40,320,2150,0.2,210,201,北京,哈尔滨
中国国际航空公司,CA4483,双流国际机场,九黄机场,11:20,12:10,319,3652,0.4,220,211,成都,九寨沟
中国南方航空(集团)公司,CZ3861,外砂机场,首都国际机场,13:20,16:15,738,1686,0.2,190,181,汕头,北京
中国南方航空(集团)公司,CZ3395,新郑机场,新白云国际机场,13:20,15:35,738,1926,0.4,290,283,郑州,广州
海航集团祥鹏航空公司,8L9992,迪庆香格里拉机场,巫家坝国际机场,10:20,11:15,737,1544,0.4,160,154,迪庆,昆明
中国南方航空(集团)公司,CZ3409,新白云国际机场,巫家坝国际机场,9:35,11:55,73G,2635,0.1,150,144,广州,昆明
中国国际航空公司,CA4826,太平机场,周水子机场,20:40,22:10,733,2915,0.2,290,285,哈尔滨,大连
中国国际航空公司,CA4307,双流国际机场,新白云国际机场,10:00,11:55,JET,2683,0.4,180,174,成都,广州
四川航空股份有限公司,3U8704,宝安国际机场,双流国际机场,16:30,19:00,320,3787,0.4,260,250,深圳,成都
中国南方航空(集团)公司,CZ6804,喀什机场,地窝堡国际机场,11:50,13:30,73G,2648,0.2,200,191,喀什,乌鲁木齐
中国南方航空(集团)公司,CZ3590,虹桥国际机场,宝安国际机场,8:00,10:15,320,2625,0.2,120,111,上海,深圳
中国南方航空(集团)公司,CZ6989,宝安国际机场,鄂尔多斯机场,13:10,17:50,320,1746,0.24,160,155,深圳,鄂尔多斯
中国南方航空(集团)公司,CZ8109,江北国际机场,黄花机场,14:55,15:50,320,2461,0.1,230,226,重庆,长沙
中国南方航空(集团)公司,CZ396,新白云国际机场,高崎国际机场,12:50,14:00,319,3228,0.5,270,266,广州,厦门
中国南方航空(集团)公司,CZ6517,桃仙机场,美兰机场,9:30,15:20,321,1753,0.1,230,226,沈阳,海口
中国南方航空(集团)公司,CZ3612,三家子机场,浦东国际机场,16:30,19:30,733,1986,0.1,100,97,齐齐哈尔,上海
中国国际航空公司,CA1639,首都国际机场,太平机场,20:35,22:15,738,2446,0.1,130,125,北京,哈尔滨
中国国际航空公司,CA1574,昌北机场,首都国际机场,11:50,14:10,73G,2066,0.35,190,184,南昌,北京
中国国际航空公司,CA4858,首都国际机场,莱山机场,13:40,15:00,738,3121,0.2,250,247,北京,烟台
中国南方航空(集团)公司,CZ3125,滨海国际机场,太平机场,15:10,17:00,320,2396,0.1,280,272,天津,哈尔滨
中国南方航空(集团)公司,CZ3705,新白云国际机场,长治机场,12:50,14:55,320,1735,0.1,230,223,广州,长治
中国国际航空公司,CA4984,莱山机场,遥墙机场,14:20,15:10,CR2,3232,0.3,180,177,烟台,济南
鹰联航空公司,EU2211,双流国际机场,凤凰国际机场,20:30,22:45,319,1973,0.5,250,242,成都,三亚
中国南方航空(集团)公司,CZ5194,首都国际机场,流亭机场,10:55,12:15,320,3103,0.2,100,91,北京,青岛
中国南方航空(集团)公司,CZ6725,周水子机场,大庆萨尔图机场,14:10,15:55,73G,1622,0.4,240,230,大连,大庆
上海航空公司,FM5396,新郑机场,虹桥国际机场,10:35,11:55,737,2532,0.1,220,217,郑州,上海
四川航空股份有限公司,3U8832,首都国际机场,江北国际机场,16:25,18:55,320,2455,0.3,190,181,北京,重庆
中国南方航空(集团)公司,CZ6429,周水子机场,骆岗机场,14:20,15:50,319,1196,0.2,290,286,大连,合肥
鹰联航空公司,EU2720,凤凰国际机场,福城机场,16:00,17:00,319,2912,0.38,300,291,三亚,北海
中国国际航空公司,CA4979,遥墙机场,太原武宿机场,15:25,16:30,733,2893,0.2,230,224,济南,太原
中国南方航空(集团)公司,CZ2510,美兰机场,宝安国际机场,9:30,10:30,320,3367,0.31,290,285,海口,深圳
中国国际航空公司,CA1701,萧山国际机场,首都国际机场,7:55,10:00,319,2479,0.1,210,206,杭州,北京
中国南方航空(集团)公司,CZ3415,新白云国际机场,江北国际机场,21:30,23:10,73G,1607,0.4,120,111,广州,重庆
中国南方航空(集团)公司,CZ3508,禄口国际机场,新白云国际机场,19:00,21:10,JET,2345,0,110,105,南京,广州
中国南方航空(集团)公司,CZ3567,宝安国际机场,高崎国际机场,19:15,20:30,320,1300,0,130,123,深圳,厦门
中国南方航空(集团)公司,CZ6996,虹桥国际机场,地窝堡国际机场,15:15,20:30,757,3009,0.1,210,201,上海,乌鲁木齐
奥凯航空,BK2854,江北国际机场,太原武宿机场,18:55,19:55,738,2255,0.04,200,197,重庆,太原
中国国际航空公司,CA4696,巫家坝国际机场,流亭机场,13:25,17:40,738,1773,0.44,130,123,昆明,青岛
中国国际航空公司,CA1134,运城关公机场,首都国际机场,11:05,12:35,733,1367,0.5,290,281, 运城,北京
中国南方航空(集团)公司,CZ3509,新白云国际机场,遥墙机场,8:20,10:35,JET,2136,0.3,170,163,广州,济南
中国南方航空(集团)公司,CZ6987,地窝堡国际机场,凤凰国际机场,16:55,23:55,73G,2781,0.5,120,112,乌鲁木齐,三亚
中国南方航空(集团)公司,CZ3733,三灶机场,首都国际机场,18:50,22:00,738,1325,0.4,110,105,珠海,北京
海航集团祥鹏航空公司,8L9929,巫家坝国际机场,遥墙机场,8:30,11:10,JET,2356,0.4,150,146,昆明,济南
中国南方航空(集团)公司,CZ3406,江北国际机场,新白云国际机场,13:50,15:35,319,2998,0.25,280,274,重庆,广州
中国国际航空公司,CA1505,首都国际机场,长乐机场,8:35,11:05,738,2494,0.41,280,275,北京,福州
中国南方航空(集团)公司,CZ6326,宝安国际机场,周水子机场,13:50,18:25,321,3050,0.2,150,147,深圳,大连
中国南方航空(集团)公司,CZ6824,伊宁机场,地窝堡国际机场,15:00,16:20,AT7,1728,0.43,260,254,伊宁,乌鲁木齐
中国国际航空公司,CA1163,遥墙机场,虹桥国际机场,12:30,14:00,733,2387,0.4,200,197,济南,上海
中国南方航空(集团)公司,CZ6288,太原武宿机场,天河机场,12:25,14:00,73G,1622,0.5,120,111,太原,武汉
上海航空公司,FM5328,宝安国际机场,虹桥国际机场,16:30,18:30,AB6,2421,0.2,290,283,深圳,上海
中国国际航空公司,CA4908,永强机场,遥墙机场,10:30,12:20,CR2,3094,0.46,230,222,温州,济南
中国南方航空(集团)公司,CZ6470,太原武宿机场,桃仙机场,14:30,16:05,JET,2942,0.4,280,275,太原,沈阳
中国南方航空(集团)公司,CZ3837,美兰机场,骆岗机场,13:20,17:05,733,2759,0.1,170,160,海口,合肥
鹰联航空公司,EU2208,凤凰国际机场,萧山国际机场,15:15,17:55,320,3197,0.1,100,96,三亚,杭州
中国国际航空公司,CA4339,兰田坝机场,新白云国际机场,10:50,12:30,73G,2943,0.5,210,207,泸州,广州
中国南方航空(集团)公司,CZ5035,咸阳机场,首都国际机场,20:40,22:10,333,3078,0.3,200,197,西安,北京
鹰联航空公司,EU2223,双流国际机场,巫家坝国际机场,22:00,23:15,319,3044,0.32,290,281,成都,昆明
中国南方航空(集团)公司,CZ3446,江北国际机场,天河机场,21:10,22:20,73G,1809,0.2,200,190,重庆,武汉
中国南方航空(集团)公司,CZ3788,大水泊机场,新白云国际机场,19:10,22:20,JET,3237,0,180,172,威海,广州
鹰联航空公司,EU2217,双流国际机场,宝安国际机场,8:50,10:50,319,2779,0.32,180,173,成都,深圳
中国南方航空(集团)公司,CZ3792,遥墙机场,龙洞堡机场,17:10,21:00,738,3711,0.4,100,97,济南,贵阳
海航集团祥鹏航空公司,8L9942,桃仙机场,巫家坝国际机场,17:30,23:00,737,1761,0,240,233,沈阳,昆明
中国南方航空(集团)公司,CZ3756,浦东国际机场,三灶机场,20:10,22:50,738,1885,0.22,160,156,上海,珠海
上海航空公司,FM2902,长乐机场,南苑机场,21:20,23:40,738,2809,0.2,160,157,福州,北京
中国国际航空公司,CA4626,周水子机场,流亭机场,22:15,23:05,CR2,3435,0.4,130,122,大连,青岛
中国南方航空(集团)公司,CZ3180,首都国际机场,姜营机场,7:35,10:40,738,2459,0.1,120,117,北京,南阳
海航集团祥鹏航空公司,8L9909,西双版纳机场,巫家坝国际机场,23:55,0:40,737,2988,0.1,180,176,景洪,昆明
中国南方航空(集团)公司,CZ3606,长春龙嘉国际机场,新白云国际机场,18:00,22:10,320,3303,0.5,190,180,长春,广州
中国南方航空(集团)公司,CZ3634,黄花机场,怀化芷江机场,23:05,23:50,320,1925,0.2,110,100,长沙,怀化
奥凯航空,BK2854,江北国际机场,滨海国际机场,18:55,21:45,738,3131,0.2,150,145,重庆,天津
中国南方航空(集团)公司,CZ3776,黄花机场,地窝堡国际机场,18:40,23:35,757,2840,0.3,250,242,长沙,乌鲁木齐
中国国际航空公司,CA4710,高崎国际机场,流亭机场,11:20,14:45,733,2300,0.2,150,144,厦门,青岛
中国南方航空(集团)公司,CZ3104,首都国际机场,新白云国际机场,15:15,18:20,77A,2508,0.2,110,106,北京,广州
中国南方航空(集团)公司,CZ3991,宝安国际机场,张家界机场,20:40,22:10,320,2239,0.4,110,103,深圳,张家界
中国南方航空(集团)公司,CZ3622,遥墙机场,天河机场,14:40,16:05,738,2285,0.1,290,280,济南,武汉
中国南方航空(集团)公司,CZ3987,宝安国际机场,黄花机场,19:10,20:20,319,1069,0.42,290,287,深圳,长沙
中国南方航空(集团)公司,CZ3757,黄花机场,吴圩机场,22:40,23:55,738,1457,0.49,240,231,长沙,南宁
中国南方航空(集团)公司,CZ6424,咸阳机场,流亭机场,19:40,21:15,319,2106,0.3,130,124,西安,青岛
中国南方航空(集团)公司,CZ3885,义乌机场,新白云国际机场,8:00,9:50,733,2345,0.4,140,134,义乌,广州
中国国际航空公司,CA1223,首都国际机场,咸阳机场,12:30,14:25,738,1435,0.2,160,154,北京,西安
中国南方航空(集团)公司,CZ3540,昌北机场,新白云国际机场,10:20,11:45,73G,3289,0.1,190,183,南昌,广州
中国国际航空公司,CA1862,永强机场,新白云国际机场,10:20,12:20,73G,3357,0.5,170,161,温州,广州
